date,body,sign,from_sign,ruler,element
2012-08-27,Moon,Capricorn,Sagittarius,Saturn,earth
2012-08-29,Moon,Aquarius,Capricorn,Saturn,air
2012-08-31,Moon,Pisces,Aquarius,Jupiter,water
2012-09-01,Mercury,Virgo,Leo,Mercury,earth
2012-09-02,Moon,Aries,Pisces,Mars,fire
2012-09-05,Moon,Taurus,Aries,Venus,earth
2012-09-07,Moon,Gemini,Taurus,Mercury,air
2012-09-07,Venus,Leo,Cancer,Sun,fire
2012-09-10,Moon,Cancer,Gemini,Moon,water
2012-09-12,Moon,Leo,Cancer,Sun,fire
2012-09-14,Moon,Virgo,Leo,Mercury,earth
2012-09-17,Moon,Libra,Virgo,Venus,air
2012-09-17,Mercury,Libra,Virgo,Venus,air
2012-09-19,Moon,Scorpio,Libra,Mars,water
2012-09-21,Moon,Sagittarius,Scorpio,Jupiter,fire
2012-09-23,Sun,Libra,Virgo,Venus,air
2012-09-23,Moon,Capricorn,Sagittarius,Saturn,earth
2012-09-25,Moon,Aquarius,Capricorn,Saturn,air
2012-09-27,Moon,Pisces,Aquarius,Jupiter,water
2012-09-30,Moon,Aries,Pisces,Mars,fire
2012-10-02,Moon,Taurus,Aries,Venus,earth
2012-10-03,Venus,Virgo,Leo,Mercury,earth
2012-10-04,Moon,Gemini,Taurus,Mercury,air
2012-10-05,Mercury,Scorpio,Libra,Mars,water
2012-10-06,Saturn,Scorpio,Libra,Mars,water
2012-10-07,Moon,Cancer,Gemini,Moon,water
2012-10-07,Mars,Sagittarius,Scorpio,Jupiter,fire
2012-10-09,Moon,Leo,Cancer,Sun,fire
2012-10-12,Moon,Virgo,Leo,Mercury,earth
2012-10-14,Moon,Libra,Virgo,Venus,air
2012-10-16,Moon,Scorpio,Libra,Mars,water
2012-10-18,Moon,Sagittarius,Scorpio,Jupiter,fire
2012-10-20,Moon,Capricorn,Sagittarius,Saturn,earth
2012-10-22,Moon,Aquarius,Capricorn,Saturn,air
2012-10-23,Sun,Scorpio,Libra,Mars,water
2012-10-24,Moon,Pisces,Aquarius,Jupiter,water
2012-10-27,Moon,Aries,Pisces,Mars,fire
2012-10-29,Moon,Taurus,Aries,Venus,earth
2012-10-29,Mercury,Sagittarius,Scorpio,Jupiter,fire
2012-10-29,Venus,Libra,Virgo,Venus,air
2012-11-01,Moon,Gemini,Taurus,Mercury,air
2012-11-03,Moon,Cancer,Gemini,Moon,water
2012-11-06,Moon,Leo,Cancer,Sun,fire
2012-11-08,Moon,Virgo,Leo,Mercury,earth
2012-11-10,Moon,Libra,Virgo,Venus,air
2012-11-12,Moon,Scorpio,Libra,Mars,water
2012-11-14,Moon,Sagittarius,Scorpio,Jupiter,fire
2012-11-14,Mercury,Scorpio,Sagittarius,Mars,water
2012-11-16,Moon,Capricorn,Sagittarius,Saturn,earth
2012-11-17,Mars,Capricorn,Sagittarius,Saturn,earth
2012-11-19,Moon,Aquarius,Capricorn,Saturn,air
2012-11-21,Moon,Pisces,Aquarius,Jupiter,water
2012-11-22,Sun,Sagittarius,Scorpio,Jupiter,fire
2012-11-22,Venus,Scorpio,Libra,Mars,water
2012-11-23,Moon,Aries,Pisces,Mars,fire
2012-11-26,Moon,Taurus,Aries,Venus,earth
2012-11-28,Moon,Gemini,Taurus,Mercury,air
2012-12-01,Moon,Cancer,Gemini,Moon,water
2012-12-03,Moon,Leo,Cancer,Sun,fire
2012-12-05,Moon,Virgo,Leo,Mercury,earth
2012-12-08,Moon,Libra,Virgo,Venus,air
2012-12-10,Moon,Scorpio,Libra,Mars,water
2012-12-11,Mercury,Sagittarius,Scorpio,Jupiter,fire
2012-12-12,Moon,Sagittarius,Scorpio,Jupiter,fire
2012-12-14,Moon,Capricorn,Sagittarius,Saturn,earth
2012-12-16,Moon,Aquarius,Capricorn,Saturn,air
2012-12-16,Venus,Sagittarius,Scorpio,Jupiter,fire
2012-12-18,Moon,Pisces,Aquarius,Jupiter,water
2012-12-20,Moon,Aries,Pisces,Mars,fire
2012-12-21,Sun,Capricorn,Sagittarius,Saturn,earth
2012-12-23,Moon,Taurus,Aries,Venus,earth
2012-12-25,Moon,Gemini,Taurus,Mercury,air
2012-12-26,Mars,Aquarius,Capricorn,Saturn,air
2012-12-28,Moon,Cancer,Gemini,Moon,water
2012-12-30,Moon,Leo,Cancer,Sun,fire
2013-01-01,Mercury,Capricorn,Sagittarius,Saturn,earth
2013-01-02,Moon,Virgo,Leo,Mercury,earth
2013-01-04,Moon,Libra,Virgo,Venus,air
2013-01-06,Moon,Scorpio,Libra,Mars,water
2013-01-08,Moon,Sagittarius,Scorpio,Jupiter,fire
2013-01-09,Venus,Capricorn,Sagittarius,Saturn,earth
2013-01-10,Moon,Capricorn,Sagittarius,Saturn,earth
2013-01-12,Moon,Aquarius,Capricorn,Saturn,air
2013-01-14,Moon,Pisces,Aquarius,Jupiter,water
2013-01-17,Moon,Aries,Pisces,Mars,fire
2013-01-19,Moon,Taurus,Aries,Venus,earth
2013-01-19,Mercury,Aquarius,Capricorn,Saturn,air
2013-01-20,Sun,Aquarius,Capricorn,Saturn,air
2013-01-22,Moon,Gemini,Taurus,Mercury,air
2013-01-24,Moon,Cancer,Gemini,Moon,water
2013-01-27,Moon,Leo,Cancer,Sun,fire
2013-01-29,Moon,Virgo,Leo,Mercury,earth
2013-01-31,Moon,Libra,Virgo,Venus,air
2013-02-02,Venus,Aquarius,Capricorn,Saturn,air
2013-02-02,Mars,Pisces,Aquarius,Jupiter,water
2013-02-03,Moon,Scorpio,Libra,Mars,water
2013-02-05,Moon,Sagittarius,Scorpio,Jupiter,fire
2013-02-06,Mercury,Pisces,Aquarius,Jupiter,water
2013-02-07,Moon,Capricorn,Sagittarius,Saturn,earth
2013-02-09,Moon,Aquarius,Capricorn,Saturn,air
2013-02-11,Moon,Pisces,Aquarius,Jupiter,water
2013-02-13,Moon,Aries,Pisces,Mars,fire
2013-02-15,Moon,Taurus,Aries,Venus,earth
2013-02-18,Moon,Gemini,Taurus,Mercury,air
2013-02-19,Sun,Pisces,Aquarius,Jupiter,water
2013-02-20,Moon,Cancer,Gemini,Moon,water
2013-02-23,Moon,Leo,Cancer,Sun,fire
2013-02-25,Moon,Virgo,Leo,Mercury,earth
2013-02-26,Venus,Pisces,Aquarius,Jupiter,water
2013-02-28,Moon,Libra,Virgo,Venus,air
2013-03-02,Moon,Scorpio,Libra,Mars,water
2013-03-04,Moon,Sagittarius,Scorpio,Jupiter,fire
2013-03-06,Moon,Capricorn,Sagittarius,Saturn,earth
2013-03-08,Moon,Aquarius,Capricorn,Saturn,air
2013-03-10,Moon,Pisces,Aquarius,Jupiter,water
2013-03-12,Moon,Aries,Pisces,Mars,fire
2013-03-12,Mars,Aries,Pisces,Mars,fire
2013-03-15,Moon,Taurus,Aries,Venus,earth
2013-03-17,Moon,Gemini,Taurus,Mercury,air
2013-03-20,Sun,Aries,Pisces,Mars,fire
2013-03-20,Moon,Cancer,Gemini,Moon,water
2013-03-22,Moon,Leo,Cancer,Sun,fire
2013-03-22,Venus,Aries,Pisces,Mars,fire
2013-03-25,Moon,Virgo,Leo,Mercury,earth
2013-03-27,Moon,Libra,Virgo,Venus,air
2013-03-29,Moon,Scorpio,Libra,Mars,water
2013-03-31,Moon,Sagittarius,Scorpio,Jupiter,fire
2013-04-02,Moon,Capricorn,Sagittarius,Saturn,earth
2013-04-04,Moon,Aquarius,Capricorn,Saturn,air
2013-04-07,Moon,Pisces,Aquarius,Jupiter,water
2013-04-09,Moon,Aries,Pisces,Mars,fire
2013-04-11,Moon,Taurus,Aries,Venus,earth
2013-04-14,Moon,Gemini,Taurus,Mercury,air
2013-04-14,Mercury,Aries,Pisces,Mars,fire
2013-04-15,Venus,Taurus,Aries,Venus,earth
2013-04-16,Moon,Cancer,Gemini,Moon,water
2013-04-19,Moon,Leo,Cancer,Sun,fire
2013-04-20,Sun,Taurus,Aries,Venus,earth
2013-04-20,Mars,Taurus,Aries,Venus,earth
2013-04-21,Moon,Virgo,Leo,Mercury,earth
2013-04-23,Moon,Libra,Virgo,Venus,air
2013-04-25,Moon,Scorpio,Libra,Mars,water
2013-04-27,Moon,Sagittarius,Scorpio,Jupiter,fire
2013-04-30,Moon,Capricorn,Sagittarius,Saturn,earth
2013-05-02,Moon,Aquarius,Capricorn,Saturn,air
2013-05-02,Mercury,Taurus,Aries,Venus,earth
2013-05-04,Moon,Pisces,Aquarius,Jupiter,water
2013-05-06,Moon,Aries,Pisces,Mars,fire
2013-05-08,Moon,Taurus,Aries,Venus,earth
2013-05-10,Venus,Gemini,Taurus,Mercury,air
2013-05-11,Moon,Gemini,Taurus,Mercury,air
2013-05-13,Moon,Cancer,Gemini,Moon,water
2013-05-16,Moon,Leo,Cancer,Sun,fire
2013-05-16,Mercury,Gemini,Taurus,Mercury,air
2013-05-18,Moon,Virgo,Leo,Mercury,earth
2013-05-21,Sun,Gemini,Taurus,Mercury,air
2013-05-21,Moon,Libra,Virgo,Venus,air
2013-05-23,Moon,Scorpio,Libra,Mars,water
2013-05-25,Moon,Sagittarius,Scorpio,Jupiter,fire
2013-05-27,Moon,Capricorn,Sagittarius,Saturn,earth
2013-05-29,Moon,Aquarius,Capricorn,Saturn,air
2013-05-31,Moon,Pisces,Aquarius,Jupiter,water
2013-05-31,Mercury,Cancer,Gemini,Moon,water
2013-05-31,Mars,Gemini,Taurus,Mercury,air
2013-06-02,Moon,Aries,Pisces,Mars,fire
2013-06-03,Venus,Cancer,Gemini,Moon,water
2013-06-05,Moon,Taurus,Aries,Venus,earth
2013-06-07,Moon,Gemini,Taurus,Mercury,air
2013-06-10,Moon,Cancer,Gemini,Moon,water
2013-06-12,Moon,Leo,Cancer,Sun,fire
2013-06-15,Moon,Virgo,Leo,Mercury,earth
2013-06-17,Moon,Libra,Virgo,Venus,air
2013-06-19,Moon,Scorpio,Libra,Mars,water
2013-06-21,Sun,Cancer,Gemini,Moon,water
2013-06-21,Moon,Sagittarius,Scorpio,Jupiter,fire
2013-06-23,Moon,Capricorn,Sagittarius,Saturn,earth
2013-06-25,Moon,Aquarius,Capricorn,Saturn,air
2013-06-26,Jupiter,Cancer,Gemini,Moon,water
2013-06-27,Moon,Pisces,Aquarius,Jupiter,water
2013-06-28,Venus,Leo,Cancer,Sun,fire
2013-06-30,Moon,Aries,Pisces,Mars,fire
2013-07-02,Moon,Taurus,Aries,Venus,earth
2013-07-04,Moon,Gemini,Taurus,Mercury,air
2013-07-07,Moon,Cancer,Gemini,Moon,water
2013-07-09,Moon,Leo,Cancer,Sun,fire
2013-07-12,Moon,Virgo,Leo,Mercury,earth
2013-07-14,Moon,Libra,Virgo,Venus,air
2013-07-14,Mars,Cancer,Gemini,Moon,water
2013-07-17,Moon,Scorpio,Libra,Mars,water
2013-07-19,Moon,Sagittarius,Scorpio,Jupiter,fire
2013-07-21,Moon,Capricorn,Sagittarius,Saturn,earth
2013-07-23,Sun,Leo,Cancer,Sun,fire
2013-07-23,Moon,Aquarius,Capricorn,Saturn,air
2013-07-23,Venus,Virgo,Leo,Mercury,earth
2013-07-25,Moon,Pisces,Aquarius,Jupiter,water
2013-07-27,Moon,Aries,Pisces,Mars,fire
2013-07-29,Moon,Taurus,Aries,Venus,earth
2013-08-01,Moon,Gemini,Taurus,Mercury,air
2013-08-03,Moon,Cancer,Gemini,Moon,water
2013-08-06,Moon,Leo,Cancer,Sun,fire
2013-08-08,Moon,Virgo,Leo,Mercury,earth
2013-08-09,Mercury,Leo,Cancer,Sun,fire
2013-08-11,Moon,Libra,Virgo,Venus,air
2013-08-13,Moon,Scorpio,Libra,Mars,water
2013-08-15,Moon,Sagittarius,Scorpio,Jupiter,fire
2013-08-17,Moon,Capricorn,Sagittarius,Saturn,earth
2013-08-17,Venus,Libra,Virgo,Venus,air
2013-08-19,Moon,Aquarius,Capricorn,Saturn,air
2013-08-21,Moon,Pisces,Aquarius,Jupiter,water
2013-08-23,Sun,Virgo,Leo,Mercury,earth
2013-08-23,Moon,Aries,Pisces,Mars,fire
2013-08-24,Mercury,Virgo,Leo,Mercury,earth
2013-08-26,Moon,Taurus,Aries,Venus,earth
2013-08-28,Moon,Gemini,Taurus,Mercury,air
2013-08-28,Mars,Leo,Cancer,Sun,fire
2013-08-30,Moon,Cancer,Gemini,Moon,water
2013-09-02,Moon,Leo,Cancer,Sun,fire
2013-09-04,Moon,Virgo,Leo,Mercury,earth
2013-09-07,Moon,Libra,Virgo,Venus,air
2013-09-09,Moon,Scorpio,Libra,Mars,water
2013-09-09,Mercury,Libra,Virgo,Venus,air
2013-09-11,Moon,Sagittarius,Scorpio,Jupiter,fire
2013-09-11,Venus,Scorpio,Libra,Mars,water
2013-09-13,Moon,Capricorn,Sagittarius,Saturn,earth
2013-09-16,Moon,Aquarius,Capricorn,Saturn,air
2013-09-18,Moon,Pisces,Aquarius,Jupiter,water
2013-09-20,Moon,Aries,Pisces,Mars,fire
2013-09-22,Moon,Taurus,Aries,Venus,earth
2013-09-23,Sun,Libra,Virgo,Venus,air
2013-09-24,Moon,Gemini,Taurus,Mercury,air
2013-09-27,Moon,Cancer,Gemini,Moon,water
2013-09-29,Moon,Leo,Cancer,Sun,fire
2013-09-29,Mercury,Scorpio,Libra,Mars,water
2013-10-02,Moon,Virgo,Leo,Mercury,earth
2013-10-04,Moon,Libra,Virgo,Venus,air
2013-10-06,Moon,Scorpio,Libra,Mars,water
2013-10-08,Venus,Sagittarius,Scorpio,Jupiter,fire
2013-10-09,Moon,Sagittarius,Scorpio,Jupiter,fire
2013-10-11,Moon,Capricorn,Sagittarius,Saturn,earth
2013-10-13,Moon,Aquarius,Capricorn,Saturn,air
2013-10-15,Moon,Pisces,Aquarius,Jupiter,water
2013-10-15,Mars,Virgo,Leo,Mercury,earth
2013-10-17,Moon,Aries,Pisces,Mars,fire
2013-10-19,Moon,Taurus,Aries,Venus,earth
2013-10-22,Moon,Gemini,Taurus,Mercury,air
2013-10-23,Sun,Scorpio,Libra,Mars,water
2013-10-24,Moon,Cancer,Gemini,Moon,water
2013-10-27,Moon,Leo,Cancer,Sun,fire
2013-10-29,Moon,Virgo,Leo,Mercury,earth
2013-11-01,Moon,Libra,Virgo,Venus,air
2013-11-03,Moon,Scorpio,Libra,Mars,water
2013-11-05,Moon,Sagittarius,Scorpio,Jupiter,fire
2013-11-05,Venus,Capricorn,Sagittarius,Saturn,earth
2013-11-07,Moon,Capricorn,Sagittarius,Saturn,earth
2013-11-09,Moon,Aquarius,Capricorn,Saturn,air
2013-11-11,Moon,Pisces,Aquarius,Jupiter,water
2013-11-13,Moon,Aries,Pisces,Mars,fire
2013-11-16,Moon,Taurus,Aries,Venus,earth
2013-11-18,Moon,Gemini,Taurus,Mercury,air
2013-11-20,Moon,Cancer,Gemini,Moon,water
2013-11-22,Sun,Sagittarius,Scorpio,Jupiter,fire
2013-11-23,Moon,Leo,Cancer,Sun,fire
2013-11-26,Moon,Virgo,Leo,Mercury,earth
2013-11-28,Moon,Libra,Virgo,Venus,air
2013-11-30,Moon,Scorpio,Libra,Mars,water
2013-12-02,Moon,Sagittarius,Scorpio,Jupiter,fire
2013-12-04,Moon,Capricorn,Sagittarius,Saturn,earth
2013-12-05,Mercury,Sagittarius,Scorpio,Jupiter,fire
2013-12-06,Moon,Aquarius,Capricorn,Saturn,air
2013-12-08,Moon,Pisces,Aquarius,Jupiter,water
2013-12-08,Mars,Libra,Virgo,Venus,air
2013-12-11,Moon,Aries,Pisces,Mars,fire
2013-12-13,Moon,Taurus,Aries,Venus,earth
2013-12-15,Moon,Gemini,Taurus,Mercury,air
2013-12-18,Moon,Cancer,Gemini,Moon,water
2013-12-20,Moon,Leo,Cancer,Sun,fire
2013-12-22,Sun,Capricorn,Sagittarius,Saturn,earth
2013-12-23,Moon,Virgo,Leo,Mercury,earth
2013-12-24,Mercury,Capricorn,Sagittarius,Saturn,earth
2013-12-25,Moon,Libra,Virgo,Venus,air
2013-12-28,Moon,Scorpio,Libra,Mars,water
2013-12-30,Moon,Sagittarius,Scorpio,Jupiter,fire
2014-01-01,Moon,Capricorn,Sagittarius,Saturn,earth
2014-01-03,Moon,Aquarius,Capricorn,Saturn,air
2014-01-05,Moon,Pisces,Aquarius,Jupiter,water
2014-01-07,Moon,Aries,Pisces,Mars,fire
2014-01-09,Moon,Taurus,Aries,Venus,earth
2014-01-12,Moon,Gemini,Taurus,Mercury,air
2014-01-12,Mercury,Aquarius,Capricorn,Saturn,air
2014-01-14,Moon,Cancer,Gemini,Moon,water
2014-01-17,Moon,Leo,Cancer,Sun,fire
2014-01-19,Moon,Virgo,Leo,Mercury,earth
2014-01-20,Sun,Aquarius,Capricorn,Saturn,air
2014-01-22,Moon,Libra,Virgo,Venus,air
2014-01-24,Moon,Scorpio,Libra,Mars,water
2014-01-26,Moon,Sagittarius,Scorpio,Jupiter,fire
2014-01-28,Moon,Capricorn,Sagittarius,Saturn,earth
2014-01-30,Moon,Aquarius,Capricorn,Saturn,air
2014-02-01,Moon,Pisces,Aquarius,Jupiter,water
2014-02-01,Mercury,Pisces,Aquarius,Jupiter,water
2014-02-03,Moon,Aries,Pisces,Mars,fire
2014-02-05,Moon,Taurus,Aries,Venus,earth
2014-02-08,Moon,Gemini,Taurus,Mercury,air
2014-02-10,Moon,Cancer,Gemini,Moon,water
2014-02-13,Moon,Leo,Cancer,Sun,fire
2014-02-13,Mercury,Aquarius,Pisces,Saturn,air
2014-02-15,Moon,Virgo,Leo,Mercury,earth
2014-02-18,Moon,Libra,Virgo,Venus,air
2014-02-19,Sun,Pisces,Aquarius,Jupiter,water
2014-02-20,Moon,Scorpio,Libra,Mars,water
2014-02-22,Moon,Sagittarius,Scorpio,Jupiter,fire
2014-02-25,Moon,Capricorn,Sagittarius,Saturn,earth
2014-02-27,Moon,Aquarius,Capricorn,Saturn,air
2014-03-01,Moon,Pisces,Aquarius,Jupiter,water
2014-03-03,Moon,Aries,Pisces,Mars,fire
2014-03-05,Moon,Taurus,Aries,Venus,earth
2014-03-06,Venus,Aquarius,Capricorn,Saturn,air
2014-03-07,Moon,Gemini,Taurus,Mercury,air
2014-03-10,Moon,Cancer,Gemini,Moon,water
2014-03-12,Moon,Leo,Cancer,Sun,fire
2014-03-15,Moon,Virgo,Leo,Mercury,earth
2014-03-17,Moon,Libra,Virgo,Venus,air
2014-03-18,Mercury,Pisces,Aquarius,Jupiter,water
2014-03-19,Moon,Scorpio,Libra,Mars,water
2014-03-21,Sun,Aries,Pisces,Mars,fire
2014-03-22,Moon,Sagittarius,Scorpio,Jupiter,fire
2014-03-24,Moon,Capricorn,Sagittarius,Saturn,earth
2014-03-26,Moon,Aquarius,Capricorn,Saturn,air
2014-03-28,Moon,Pisces,Aquarius,Jupiter,water
2014-03-30,Moon,Aries,Pisces,Mars,fire
2014-04-01,Moon,Taurus,Aries,Venus,earth
2014-04-03,Moon,Gemini,Taurus,Mercury,air
2014-04-06,Moon,Cancer,Gemini,Moon,water
2014-04-06,Venus,Pisces,Aquarius,Jupiter,water
2014-04-08,Moon,Leo,Cancer,Sun,fire
2014-04-08,Mercury,Aries,Pisces,Mars,fire
2014-04-11,Moon,Virgo,Leo,Mercury,earth
2014-04-13,Moon,Libra,Virgo,Venus,air
2014-04-16,Moon,Scorpio,Libra,Mars,water
2014-04-18,Moon,Sagittarius,Scorpio,Jupiter,fire
2014-04-20,Sun,Taurus,Aries,Venus,earth
2014-04-20,Moon,Capricorn,Sagittarius,Saturn,earth
2014-04-22,Moon,Aquarius,Capricorn,Saturn,air
2014-04-23,Mercury,Taurus,Aries,Venus,earth
2014-04-24,Moon,Pisces,Aquarius,Jupiter,water
2014-04-26,Moon,Aries,Pisces,Mars,fire
2014-04-29,Moon,Taurus,Aries,Venus,earth
2014-05-01,Moon,Gemini,Taurus,Mercury,air
2014-05-03,Moon,Cancer,Gemini,Moon,water
2014-05-03,Venus,Aries,Pisces,Mars,fire
2014-05-06,Moon,Leo,Cancer,Sun,fire
2014-05-08,Moon,Virgo,Leo,Mercury,earth
2014-05-08,Mercury,Gemini,Taurus,Mercury,air
2014-05-11,Moon,Libra,Virgo,Venus,air
2014-05-13,Moon,Scorpio,Libra,Mars,water
2014-05-15,Moon,Sagittarius,Scorpio,Jupiter,fire
2014-05-17,Moon,Capricorn,Sagittarius,Saturn,earth
2014-05-19,Moon,Aquarius,Capricorn,Saturn,air
2014-05-21,Sun,Gemini,Taurus,Mercury,air
2014-05-22,Moon,Pisces,Aquarius,Jupiter,water
2014-05-24,Moon,Aries,Pisces,Mars,fire
2014-05-26,Moon,Taurus,Aries,Venus,earth
2014-05-28,Moon,Gemini,Taurus,Mercury,air
2014-05-29,Mercury,Cancer,Gemini,Moon,water
2014-05-29,Venus,Taurus,Aries,Venus,earth
2014-05-31,Moon,Cancer,Gemini,Moon,water
2014-06-02,Moon,Leo,Cancer,Sun,fire
2014-06-05,Moon,Virgo,Leo,Mercury,earth
2014-06-07,Moon,Libra,Virgo,Venus,air
2014-06-09,Moon,Scorpio,Libra,Mars,water
2014-06-12,Moon,Sagittarius,Scorpio,Jupiter,fire
2014-06-14,Moon,Capricorn,Sagittarius,Saturn,earth
2014-06-16,Moon,Aquarius,Capricorn,Saturn,air
2014-06-17,Mercury,Gemini,Cancer,Mercury,air
2014-06-18,Moon,Pisces,Aquarius,Jupiter,water
2014-06-20,Moon,Aries,Pisces,Mars,fire
2014-06-21,Sun,Cancer,Gemini,Moon,water
2014-06-22,Moon,Taurus,Aries,Venus,earth
2014-06-24,Moon,Gemini,Taurus,Mercury,air
2014-06-24,Venus,Gemini,Taurus,Mercury,air
2014-06-27,Moon,Cancer,Gemini,Moon,water
2014-06-29,Moon,Leo,Cancer,Sun,fire
2014-07-02,Moon,Virgo,Leo,Mercury,earth
2014-07-04,Moon,Libra,Virgo,Venus,air
2014-07-07,Moon,Scorpio,Libra,Mars,water
2014-07-09,Moon,Sagittarius,Scorpio,Jupiter,fire
2014-07-11,Moon,Capricorn,Sagittarius,Saturn,earth
2014-07-13,Moon,Aquarius,Capricorn,Saturn,air
2014-07-13,Mercury,Cancer,Gemini,Moon,water
2014-07-15,Moon,Pisces,Aquarius,Jupiter,water
2014-07-16,Jupiter,Leo,Cancer,Sun,fire
2014-07-17,Moon,Aries,Pisces,Mars,fire
2014-07-19,Moon,Taurus,Aries,Venus,earth
2014-07-19,Venus,Cancer,Gemini,Moon,water
2014-07-22,Moon,Gemini,Taurus,Mercury,air
2014-07-23,Sun,Leo,Cancer,Sun,fire
2014-07-24,Moon,Cancer,Gemini,Moon,water
2014-07-26,Mars,Scorpio,Libra,Mars,water
2014-07-27,Moon,Leo,Cancer,Sun,fire
2014-07-29,Moon,Virgo,Leo,Mercury,earth
2014-08-01,Moon,Libra,Virgo,Venus,air
2014-08-01,Mercury,Leo,Cancer,Sun,fire
2014-08-03,Moon,Scorpio,Libra,Mars,water
2014-08-05,Moon,Sagittarius,Scorpio,Jupiter,fire
2014-08-08,Moon,Capricorn,Sagittarius,Saturn,earth
2014-08-10,Moon,Aquarius,Capricorn,Saturn,air
2014-08-12,Moon,Pisces,Aquarius,Jupiter,water
2014-08-12,Venus,Leo,Cancer,Sun,fire
2014-08-14,Moon,Aries,Pisces,Mars,fire
2014-08-16,Moon,Taurus,Aries,Venus,earth
2014-08-16,Mercury,Virgo,Leo,Mercury,earth
2014-08-18,Moon,Gemini,Taurus,Mercury,air
2014-08-20,Moon,Cancer,Gemini,Moon,water
2014-08-23,Sun,Virgo,Leo,Mercury,earth
2014-08-23,Moon,Leo,Cancer,Sun,fire
2014-08-25,Moon,Virgo,Leo,Mercury,earth
2014-08-28,Moon,Libra,Virgo,Venus,air
2014-08-30,Moon,Scorpio,Libra,Mars,water
2014-09-02,Moon,Sagittarius,Scorpio,Jupiter,fire
2014-09-02,Mercury,Libra,Virgo,Venus,air
2014-09-04,Moon,Capricorn,Sagittarius,Saturn,earth
2014-09-06,Moon,Aquarius,Capricorn,Saturn,air
2014-09-06,Venus,Virgo,Leo,Mercury,earth
2014-09-08,Moon,Pisces,Aquarius,Jupiter,water
2014-09-10,Moon,Aries,Pisces,Mars,fire
2014-09-12,Moon,Taurus,Aries,Venus,earth
2014-09-14,Moon,Gemini,Taurus,Mercury,air
2014-09-14,Mars,Sagittarius,Scorpio,Jupiter,fire
2014-09-17,Moon,Cancer,Gemini,Moon,water
2014-09-19,Moon,Leo,Cancer,Sun,fire
2014-09-22,Moon,Virgo,Leo,Mercury,earth
2014-09-23,Sun,Libra,Virgo,Venus,air
2014-09-24,Moon,Libra,Virgo,Venus,air
2014-09-27,Moon,Scorpio,Libra,Mars,water
2014-09-28,Mercury,Scorpio,Libra,Mars,water
2014-09-29,Moon,Sagittarius,Scorpio,Jupiter,fire
2014-09-30,Venus,Libra,Virgo,Venus,air
2014-10-01,Moon,Capricorn,Sagittarius,Saturn,earth
2014-10-03,Moon,Aquarius,Capricorn,Saturn,air
2014-10-05,Moon,Pisces,Aquarius,Jupiter,water
2014-10-07,Moon,Aries,Pisces,Mars,fire
2014-10-09,Moon,Taurus,Aries,Venus,earth
2014-10-11,Mercury,Libra,Scorpio,Venus,air
2014-10-12,Moon,Gemini,Taurus,Mercury,air
2014-10-14,Moon,Cancer,Gemini,Moon,water
2014-10-16,Moon,Leo,Cancer,Sun,fire
2014-10-19,Moon,Virgo,Leo,Mercury,earth
2014-10-21,Moon,Libra,Virgo,Venus,air
2014-10-23,Sun,Scorpio,Libra,Mars,water
2014-10-24,Moon,Scorpio,Libra,Mars,water
2014-10-24,Venus,Scorpio,Libra,Mars,water
2014-10-26,Moon,Sagittarius,Scorpio,Jupiter,fire
2014-10-26,Mars,Capricorn,Sagittarius,Saturn,earth
2014-10-28,Moon,Capricorn,Sagittarius,Saturn,earth
2014-10-31,Moon,Aquarius,Capricorn,Saturn,air
2014-11-02,Moon,Pisces,Aquarius,Jupiter,water
2014-11-04,Moon,Aries,Pisces,Mars,fire
2014-11-06,Moon,Taurus,Aries,Venus,earth
2014-11-08,Moon,Gemini,Taurus,Mercury,air
2014-11-09,Mercury,Scorpio,Libra,Mars,water
2014-11-10,Moon,Cancer,Gemini,Moon,water
2014-11-13,Moon,Leo,Cancer,Sun,fire
2014-11-15,Moon,Virgo,Leo,Mercury,earth
2014-11-17,Venus,Sagittarius,Scorpio,Jupiter,fire
2014-11-18,Moon,Libra,Virgo,Venus,air
2014-11-20,Moon,Scorpio,Libra,Mars,water
2014-11-22,Sun,Sagittarius,Scorpio,Jupiter,fire
2014-11-23,Moon,Sagittarius,Scorpio,Jupiter,fire
2014-11-25,Moon,Capricorn,Sagittarius,Saturn,earth
2014-11-27,Moon,Aquarius,Capricorn,Saturn,air
2014-11-28,Mercury,Sagittarius,Scorpio,Jupiter,fire
2014-11-29,Moon,Pisces,Aquarius,Jupiter,water
2014-12-01,Moon,Aries,Pisces,Mars,fire
2014-12-03,Moon,Taurus,Aries,Venus,earth
2014-12-05,Moon,Gemini,Taurus,Mercury,air
2014-12-05,Mars,Aquarius,Capricorn,Saturn,air
2014-12-08,Moon,Cancer,Gemini,Moon,water
2014-12-10,Moon,Leo,Cancer,Sun,fire
2014-12-11,Venus,Capricorn,Sagittarius,Saturn,earth
2014-12-13,Moon,Virgo,Leo,Mercury,earth
2014-12-15,Moon,Libra,Virgo,Venus,air
2014-12-17,Mercury,Capricorn,Sagittarius,Saturn,earth
2014-12-18,Moon,Scorpio,Libra,Mars,water
2014-12-20,Moon,Sagittarius,Scorpio,Jupiter,fire
2014-12-22,Sun,Capricorn,Sagittarius,Saturn,earth
2014-12-22,Moon,Capricorn,Sagittarius,Saturn,earth
2014-12-24,Moon,Aquarius,Capricorn,Saturn,air
2014-12-24,Saturn,Sagittarius,Scorpio,Jupiter,fire
