date,body,sign,from_sign,ruler,element
2010-04-19,Moon,Cancer,Gemini,Moon,water
2010-04-20,Sun,Taurus,Aries,Venus,earth
2010-04-22,Moon,Leo,Cancer,Sun,fire
2010-04-24,Moon,Virgo,Leo,Mercury,earth
2010-04-25,Venus,Gemini,Taurus,Mercury,air
2010-04-26,Moon,Libra,Virgo,Venus,air
2010-04-28,Moon,Scorpio,Libra,Mars,water
2010-04-30,Moon,Sagittarius,Scorpio,Jupiter,fire
2010-05-02,Moon,Capricorn,Sagittarius,Saturn,earth
2010-05-05,Moon,Aquarius,Capricorn,Saturn,air
2010-05-07,Moon,Pisces,Aquarius,Jupiter,water
2010-05-10,Moon,Aries,Pisces,Mars,fire
2010-05-12,Moon,Taurus,Aries,Venus,earth
2010-05-15,Moon,Gemini,Taurus,Mercury,air
2010-05-17,Moon,Cancer,Gemini,Moon,water
2010-05-19,Moon,Leo,Cancer,Sun,fire
2010-05-20,Venus,Cancer,Gemini,Moon,water
2010-05-21,Sun,Gemini,Taurus,Mercury,air
2010-05-21,Moon,Virgo,Leo,Mercury,earth
2010-05-23,Moon,Libra,Virgo,Venus,air
2010-05-25,Moon,Scorpio,Libra,Mars,water
2010-05-27,Moon,Sagittarius,Scorpio,Jupiter,fire
2010-05-30,Moon,Capricorn,Sagittarius,Saturn,earth
2010-06-01,Moon,Aquarius,Capricorn,Saturn,air
2010-06-04,Moon,Pisces,Aquarius,Jupiter,water
2010-06-06,Moon,Aries,Pisces,Mars,fire
2010-06-06,Jupiter,Aries,Pisces,Mars,fire
2010-06-07,Mars,Virgo,Leo,Mercury,earth
2010-06-09,Moon,Taurus,Aries,Venus,earth
2010-06-10,Mercury,Gemini,Taurus,Mercury,air
2010-06-11,Moon,Gemini,Taurus,Mercury,air
2010-06-13,Moon,Cancer,Gemini,Moon,water
2010-06-14,Venus,Leo,Cancer,Sun,fire
2010-06-15,Moon,Leo,Cancer,Sun,fire
2010-06-17,Moon,Virgo,Leo,Mercury,earth
2010-06-19,Moon,Libra,Virgo,Venus,air
2010-06-21,Sun,Cancer,Gemini,Moon,water
2010-06-22,Moon,Scorpio,Libra,Mars,water
2010-06-24,Moon,Sagittarius,Scorpio,Jupiter,fire
2010-06-25,Mercury,Cancer,Gemini,Moon,water
2010-06-26,Moon,Capricorn,Sagittarius,Saturn,earth
2010-06-29,Moon,Aquarius,Capricorn,Saturn,air
2010-07-01,Moon,Pisces,Aquarius,Jupiter,water
2010-07-04,Moon,Aries,Pisces,Mars,fire
2010-07-06,Moon,Taurus,Aries,Venus,earth
2010-07-08,Moon,Gemini,Taurus,Mercury,air
2010-07-10,Moon,Cancer,Gemini,Moon,water
2010-07-10,Mercury,Leo,Cancer,Sun,fire
2010-07-10,Venus,Virgo,Leo,Mercury,earth
2010-07-13,Moon,Leo,Cancer,Sun,fire
2010-07-15,Moon,Virgo,Leo,Mercury,earth
2010-07-17,Moon,Libra,Virgo,Venus,air
2010-07-19,Moon,Scorpio,Libra,Mars,water
2010-07-21,Moon,Sagittarius,Scorpio,Jupiter,fire
2010-07-22,Saturn,Libra,Virgo,Venus,air
2010-07-23,Sun,Leo,Cancer,Sun,fire
2010-07-23,Moon,Capricorn,Sagittarius,Saturn,earth
2010-07-26,Moon,Aquarius,Capricorn,Saturn,air
2010-07-28,Moon,Pisces,Aquarius,Jupiter,water
2010-07-28,Mercury,Virgo,Leo,Mercury,earth
2010-07-30,Mars,Libra,Virgo,Venus,air
2010-07-31,Moon,Aries,Pisces,Mars,fire
2010-08-02,Moon,Taurus,Aries,Venus,earth
2010-08-05,Moon,Gemini,Taurus,Mercury,air
2010-08-07,Moon,Cancer,Gemini,Moon,water
2010-08-07,Venus,Libra,Virgo,Venus,air
2010-08-09,Moon,Leo,Cancer,Sun,fire
2010-08-11,Moon,Virgo,Leo,Mercury,earth
2010-08-13,Moon,Libra,Virgo,Venus,air
2010-08-15,Moon,Scorpio,Libra,Mars,water
2010-08-17,Moon,Sagittarius,Scorpio,Jupiter,fire
2010-08-20,Moon,Capricorn,Sagittarius,Saturn,earth
2010-08-22,Moon,Aquarius,Capricorn,Saturn,air
2010-08-23,Sun,Virgo,Leo,Mercury,earth
2010-08-25,Moon,Pisces,Aquarius,Jupiter,water
2010-08-27,Moon,Aries,Pisces,Mars,fire
2010-08-30,Moon,Taurus,Aries,Venus,earth
2010-09-01,Moon,Gemini,Taurus,Mercury,air
2010-09-03,Moon,Cancer,Gemini,Moon,water
2010-09-05,Moon,Leo,Cancer,Sun,fire
2010-09-07,Moon,Virgo,Leo,Mercury,earth
2010-09-09,Moon,Libra,Virgo,Venus,air
2010-09-09,Venus,Scorpio,Libra,Mars,water
2010-09-09,Jupiter,Pisces,Aries,Jupiter,water
2010-09-11,Moon,Scorpio,Libra,Mars,water
2010-09-14,Moon,Sagittarius,Scorpio,Jupiter,fire
2010-09-15,Mars,Scorpio,Libra,Mars,water
2010-09-16,Moon,Capricorn,Sagittarius,Saturn,earth
2010-09-18,Moon,Aquarius,Capricorn,Saturn,air
2010-09-21,Moon,Pisces,Aquarius,Jupiter,water
2010-09-23,Sun,Libra,Virgo,Venus,air
2010-09-23,Moon,Aries,Pisces,Mars,fire
2010-09-26,Moon,Taurus,Aries,Venus,earth
2010-09-28,Moon,Gemini,Taurus,Mercury,air
2010-10-01,Moon,Cancer,Gemini,Moon,water
2010-10-03,Moon,Leo,Cancer,Sun,fire
2010-10-04,Mercury,Libra,Virgo,Venus,air
2010-10-05,Moon,Virgo,Leo,Mercury,earth
2010-10-07,Moon,Libra,Virgo,Venus,air
2010-10-09,Moon,Scorpio,Libra,Mars,water
2010-10-11,Moon,Sagittarius,Scorpio,Jupiter,fire
2010-10-13,Moon,Capricorn,Sagittarius,Saturn,earth
2010-10-16,Moon,Aquarius,Capricorn,Saturn,air
2010-10-18,Moon,Pisces,Aquarius,Jupiter,water
2010-10-21,Moon,Aries,Pisces,Mars,fire
2010-10-21,Mercury,Scorpio,Libra,Mars,water
2010-10-23,Moon,Taurus,Aries,Venus,earth
2010-10-24,Sun,Scorpio,Libra,Mars,water
2010-10-25,Moon,Gemini,Taurus,Mercury,air
2010-10-28,Moon,Cancer,Gemini,Moon,water
2010-10-28,Mars,Sagittarius,Scorpio,Jupiter,fire
2010-10-30,Moon,Leo,Cancer,Sun,fire
2010-11-01,Moon,Virgo,Leo,Mercury,earth
2010-11-03,Moon,Libra,Virgo,Venus,air
2010-11-05,Moon,Scorpio,Libra,Mars,water
2010-11-07,Moon,Sagittarius,Scorpio,Jupiter,fire
2010-11-08,Venus,Libra,Scorpio,Venus,air
2010-11-09,Mercury,Sagittarius,Scorpio,Jupiter,fire
2010-11-10,Moon,Capricorn,Sagittarius,Saturn,earth
2010-11-12,Moon,Aquarius,Capricorn,Saturn,air
2010-11-14,Moon,Pisces,Aquarius,Jupiter,water
2010-11-17,Moon,Aries,Pisces,Mars,fire
2010-11-19,Moon,Taurus,Aries,Venus,earth
2010-11-22,Sun,Sagittarius,Scorpio,Jupiter,fire
2010-11-22,Moon,Gemini,Taurus,Mercury,air
2010-11-24,Moon,Cancer,Gemini,Moon,water
2010-11-26,Moon,Leo,Cancer,Sun,fire
2010-11-28,Moon,Virgo,Leo,Mercury,earth
2010-11-30,Venus,Scorpio,Libra,Mars,water
2010-12-01,Moon,Libra,Virgo,Venus,air
2010-12-01,Mercury,Capricorn,Sagittarius,Saturn,earth
2010-12-03,Moon,Scorpio,Libra,Mars,water
2010-12-05,Moon,Sagittarius,Scorpio,Jupiter,fire
2010-12-07,Moon,Capricorn,Sagittarius,Saturn,earth
2010-12-08,Mars,Capricorn,Sagittarius,Saturn,earth
2010-12-09,Moon,Aquarius,Capricorn,Saturn,air
2010-12-12,Moon,Pisces,Aquarius,Jupiter,water
2010-12-14,Moon,Aries,Pisces,Mars,fire
2010-12-17,Moon,Taurus,Aries,Venus,earth
2010-12-19,Moon,Gemini,Taurus,Mercury,air
2010-12-19,Mercury,Sagittarius,Capricorn,Jupiter,fire
2010-12-21,Moon,Cancer,Gemini,Moon,water
2010-12-22,Sun,Capricorn,Sagittarius,Saturn,earth
2010-12-24,Moon,Leo,Cancer,Sun,fire
2010-12-26,Moon,Virgo,Leo,Mercury,earth
2010-12-28,Moon,Libra,Virgo,Venus,air
2010-12-30,Moon,Scorpio,Libra,Mars,water
2011-01-01,Moon,Sagittarius,Scorpio,Jupiter,fire
2011-01-03,Moon,Capricorn,Sagittarius,Saturn,earth
2011-01-06,Moon,Aquarius,Capricorn,Saturn,air
2011-01-08,Moon,Pisces,Aquarius,Jupiter,water
2011-01-08,Venus,Sagittarius,Scorpio,Jupiter,fire
2011-01-11,Moon,Aries,Pisces,Mars,fire
2011-01-13,Moon,Taurus,Aries,Venus,earth
2011-01-13,Mercury,Capricorn,Sagittarius,Saturn,earth
2011-01-16,Moon,Gemini,Taurus,Mercury,air
2011-01-16,Mars,Aquarius,Capricorn,Saturn,air
2011-01-18,Moon,Cancer,Gemini,Moon,water
2011-01-20,Sun,Aquarius,Capricorn,Saturn,air
2011-01-20,Moon,Leo,Cancer,Sun,fire
2011-01-22,Moon,Virgo,Leo,Mercury,earth
2011-01-23,Jupiter,Aries,Pisces,Mars,fire
2011-01-24,Moon,Libra,Virgo,Venus,air
2011-01-26,Moon,Scorpio,Libra,Mars,water
2011-01-28,Moon,Sagittarius,Scorpio,Jupiter,fire
2011-01-31,Moon,Capricorn,Sagittarius,Saturn,earth
2011-02-02,Moon,Aquarius,Capricorn,Saturn,air
2011-02-04,Moon,Pisces,Aquarius,Jupiter,water
2011-02-04,Mercury,Aquarius,Capricorn,Saturn,air
2011-02-04,Venus,Capricorn,Sagittarius,Saturn,earth
2011-02-07,Moon,Aries,Pisces,Mars,fire
2011-02-09,Moon,Taurus,Aries,Venus,earth
2011-02-12,Moon,Gemini,Taurus,Mercury,air
2011-02-14,Moon,Cancer,Gemini,Moon,water
2011-02-16,Moon,Leo,Cancer,Sun,fire
2011-02-18,Moon,Virgo,Leo,Mercury,earth
2011-02-19,Sun,Pisces,Aquarius,Jupiter,water
2011-02-20,Moon,Libra,Virgo,Venus,air
2011-02-22,Moon,Scorpio,Libra,Mars,water
2011-02-22,Mercury,Pisces,Aquarius,Jupiter,water
2011-02-23,Mars,Pisces,Aquarius,Jupiter,water
2011-02-25,Moon,Sagittarius,Scorpio,Jupiter,fire
2011-02-27,Moon,Capricorn,Sagittarius,Saturn,earth
2011-03-01,Moon,Aquarius,Capricorn,Saturn,air
2011-03-02,Venus,Aquarius,Capricorn,Saturn,air
2011-03-04,Moon,Pisces,Aquarius,Jupiter,water
2011-03-06,Moon,Aries,Pisces,Mars,fire
2011-03-09,Moon,Taurus,Aries,Venus,earth
2011-03-10,Mercury,Aries,Pisces,Mars,fire
2011-03-11,Moon,Gemini,Taurus,Mercury,air
2011-03-14,Moon,Cancer,Gemini,Moon,water
2011-03-16,Moon,Leo,Cancer,Sun,fire
2011-03-18,Moon,Virgo,Leo,Mercury,earth
2011-03-20,Moon,Libra,Virgo,Venus,air
2011-03-21,Sun,Aries,Pisces,Mars,fire
2011-03-22,Moon,Scorpio,Libra,Mars,water
2011-03-24,Moon,Sagittarius,Scorpio,Jupiter,fire
2011-03-26,Moon,Capricorn,Sagittarius,Saturn,earth
2011-03-27,Venus,Pisces,Aquarius,Jupiter,water
2011-03-28,Moon,Aquarius,Capricorn,Saturn,air
2011-03-31,Moon,Pisces,Aquarius,Jupiter,water
2011-04-02,Moon,Aries,Pisces,Mars,fire
2011-04-02,Mars,Aries,Pisces,Mars,fire
2011-04-05,Moon,Taurus,Aries,Venus,earth
2011-04-07,Moon,Gemini,Taurus,Mercury,air
2011-04-10,Moon,Cancer,Gemini,Moon,water
2011-04-12,Moon,Leo,Cancer,Sun,fire
2011-04-14,Moon,Virgo,Leo,Mercury,earth
2011-04-16,Moon,Libra,Virgo,Venus,air
2011-04-18,Moon,Scorpio,Libra,Mars,water
2011-04-20,Sun,Taurus,Aries,Venus,earth
2011-04-20,Moon,Sagittarius,Scorpio,Jupiter,fire
2011-04-21,Venus,Aries,Pisces,Mars,fire
2011-04-22,Moon,Capricorn,Sagittarius,Saturn,earth
2011-04-25,Moon,Aquarius,Capricorn,Saturn,air
2011-04-27,Moon,Pisces,Aquarius,Jupiter,water
2011-04-30,Moon,Aries,Pisces,Mars,fire
2011-05-02,Moon,Taurus,Aries,Venus,earth
2011-05-05,Moon,Gemini,Taurus,Mercury,air
2011-05-07,Moon,Cancer,Gemini,Moon,water
2011-05-09,Moon,Leo,Cancer,Sun,fire
2011-05-11,Mars,Taurus,Aries,Venus,earth
2011-05-12,Moon,Virgo,Leo,Mercury,earth
2011-05-14,Moon,Libra,Virgo,Venus,air
2011-05-16,Moon,Scorpio,Libra,Mars,water
2011-05-16,Mercury,Taurus,Aries,Venus,earth
2011-05-16,Venus,Taurus,Aries,Venus,earth
2011-05-18,Moon,Sagittarius,Scorpio,Jupiter,fire
2011-05-20,Moon,Capricorn,Sagittarius,Saturn,earth
2011-05-21,Sun,Gemini,Taurus,Mercury,air
2011-05-22,Moon,Aquarius,Capricorn,Saturn,air
2011-05-25,Moon,Pisces,Aquarius,Jupiter,water
2011-05-27,Moon,Aries,Pisces,Mars,fire
2011-05-30,Moon,Taurus,Aries,Venus,earth
2011-06-01,Moon,Gemini,Taurus,Mercury,air
2011-06-03,Moon,Cancer,Gemini,Moon,water
2011-06-03,Mercury,Gemini,Taurus,Mercury,air
2011-06-05,Jupiter,Taurus,Aries,Venus,earth
2011-06-06,Moon,Leo,Cancer,Sun,fire
2011-06-08,Moon,Virgo,Leo,Mercury,earth
2011-06-10,Moon,Libra,Virgo,Venus,air
2011-06-10,Venus,Gemini,Taurus,Mercury,air
2011-06-12,Moon,Scorpio,Libra,Mars,water
2011-06-14,Moon,Sagittarius,Scorpio,Jupiter,fire
2011-06-16,Moon,Capricorn,Sagittarius,Saturn,earth
2011-06-17,Mercury,Cancer,Gemini,Moon,water
2011-06-18,Moon,Aquarius,Capricorn,Saturn,air
2011-06-21,Moon,Pisces,Aquarius,Jupiter,water
2011-06-21,Mars,Gemini,Taurus,Mercury,air
2011-06-22,Sun,Cancer,Gemini,Moon,water
2011-06-23,Moon,Aries,Pisces,Mars,fire
2011-06-26,Moon,Taurus,Aries,Venus,earth
2011-06-28,Moon,Gemini,Taurus,Mercury,air
2011-07-01,Moon,Cancer,Gemini,Moon,water
2011-07-02,Mercury,Leo,Cancer,Sun,fire
2011-07-03,Moon,Leo,Cancer,Sun,fire
2011-07-04,Venus,Cancer,Gemini,Moon,water
2011-07-05,Moon,Virgo,Leo,Mercury,earth
2011-07-07,Moon,Libra,Virgo,Venus,air
2011-07-09,Moon,Scorpio,Libra,Mars,water
2011-07-11,Moon,Sagittarius,Scorpio,Jupiter,fire
2011-07-14,Moon,Capricorn,Sagittarius,Saturn,earth
2011-07-16,Moon,Aquarius,Capricorn,Saturn,air
2011-07-18,Moon,Pisces,Aquarius,Jupiter,water
2011-07-21,Moon,Aries,Pisces,Mars,fire
2011-07-23,Sun,Leo,Cancer,Sun,fire
2011-07-23,Moon,Taurus,Aries,Venus,earth
2011-07-26,Moon,Gemini,Taurus,Mercury,air
2011-07-28,Moon,Cancer,Gemini,Moon,water
2011-07-29,Mercury,Virgo,Leo,Mercury,earth
2011-07-29,Venus,Leo,Cancer,Sun,fire
2011-07-30,Moon,Leo,Cancer,Sun,fire
2011-08-01,Moon,Virgo,Leo,Mercury,earth
2011-08-03,Moon,Libra,Virgo,Venus,air
2011-08-03,Mars,Cancer,Gemini,Moon,water
2011-08-05,Moon,Scorpio,Libra,Mars,water
2011-08-08,Moon,Sagittarius,Scorpio,Jupiter,fire
2011-08-08,Mercury,Leo,Virgo,Sun,fire
2011-08-10,Moon,Capricorn,Sagittarius,Saturn,earth
2011-08-12,Moon,Aquarius,Capricorn,Saturn,air
2011-08-15,Moon,Pisces,Aquarius,Jupiter,water
2011-08-17,Moon,Aries,Pisces,Mars,fire
2011-08-20,Moon,Taurus,Aries,Venus,earth
2011-08-22,Moon,Gemini,Taurus,Mercury,air
2011-08-22,Venus,Virgo,Leo,Mercury,earth
2011-08-23,Sun,Virgo,Leo,Mercury,earth
2011-08-24,Moon,Cancer,Gemini,Moon,water
2011-08-27,Moon,Leo,Cancer,Sun,fire
2011-08-29,Moon,Virgo,Leo,Mercury,earth
2011-08-31,Moon,Libra,Virgo,Venus,air
2011-09-02,Moon,Scorpio,Libra,Mars,water
2011-09-04,Moon,Sagittarius,Scorpio,Jupiter,fire
2011-09-06,Moon,Capricorn,Sagittarius,Saturn,earth
2011-09-08,Moon,Aquarius,Capricorn,Saturn,air
2011-09-09,Mercury,Virgo,Leo,Mercury,earth
2011-09-11,Moon,Pisces,Aquarius,Jupiter,water
2011-09-13,Moon,Aries,Pisces,Mars,fire
2011-09-15,Venus,Libra,Virgo,Venus,air
2011-09-16,Moon,Taurus,Aries,Venus,earth
2011-09-18,Moon,Gemini,Taurus,Mercury,air
2011-09-19,Mars,Leo,Cancer,Sun,fire
2011-09-21,Moon,Cancer,Gemini,Moon,water
2011-09-23,Sun,Libra,Virgo,Venus,air
2011-09-23,Moon,Leo,Cancer,Sun,fire
2011-09-25,Moon,Virgo,Leo,Mercury,earth
2011-09-26,Mercury,Libra,Virgo,Venus,air
2011-09-27,Moon,Libra,Virgo,Venus,air
2011-09-29,Moon,Scorpio,Libra,Mars,water
2011-10-01,Moon,Sagittarius,Scorpio,Jupiter,fire
2011-10-03,Moon,Capricorn,Sagittarius,Saturn,earth
2011-10-06,Moon,Aquarius,Capricorn,Saturn,air
2011-10-08,Moon,Pisces,Aquarius,Jupiter,water
2011-10-09,Venus,Scorpio,Libra,Mars,water
2011-10-11,Moon,Aries,Pisces,Mars,fire
2011-10-13,Moon,Taurus,Aries,Venus,earth
2011-10-13,Mercury,Scorpio,Libra,Mars,water
2011-10-16,Moon,Gemini,Taurus,Mercury,air
2011-10-18,Moon,Cancer,Gemini,Moon,water
2011-10-20,Moon,Leo,Cancer,Sun,fire
2011-10-23,Moon,Virgo,Leo,Mercury,earth
2011-10-24,Sun,Scorpio,Libra,Mars,water
2011-10-25,Moon,Libra,Virgo,Venus,air
2011-10-27,Moon,Scorpio,Libra,Mars,water
2011-10-29,Moon,Sagittarius,Scorpio,Jupiter,fire
2011-10-31,Moon,Capricorn,Sagittarius,Saturn,earth
2011-11-02,Moon,Aquarius,Capricorn,Saturn,air
2011-11-02,Venus,Sagittarius,Scorpio,Jupiter,fire
2011-11-03,Mercury,Sagittarius,Scorpio,Jupiter,fire
2011-11-04,Moon,Pisces,Aquarius,Jupiter,water
2011-11-07,Moon,Aries,Pisces,Mars,fire
2011-11-09,Moon,Taurus,Aries,Venus,earth
2011-11-11,Mars,Virgo,Leo,Mercury,earth
2011-11-12,Moon,Gemini,Taurus,Mercury,air
2011-11-14,Moon,Cancer,Gemini,Moon,water
2011-11-17,Moon,Leo,Cancer,Sun,fire
2011-11-19,Moon,Virgo,Leo,Mercury,earth
2011-11-21,Moon,Libra,Virgo,Venus,air
2011-11-23,Sun,Sagittarius,Scorpio,Jupiter,fire
2011-11-23,Moon,Scorpio,Libra,Mars,water
2011-11-25,Moon,Sagittarius,Scorpio,Jupiter,fire
2011-11-27,Moon,Capricorn,Sagittarius,Saturn,earth
2011-11-27,Venus,Capricorn,Sagittarius,Saturn,earth
2011-11-29,Moon,Aquarius,Capricorn,Saturn,air
2011-12-02,Moon,Pisces,Aquarius,Jupiter,water
2011-12-04,Moon,Aries,Pisces,Mars,fire
2011-12-07,Moon,Taurus,Aries,Venus,earth
2011-12-09,Moon,Gemini,Taurus,Mercury,air
2011-12-12,Moon,Cancer,Gemini,Moon,water
2011-12-14,Moon,Leo,Cancer,Sun,fire
2011-12-16,Moon,Virgo,Leo,Mercury,earth
2011-12-18,Moon,Libra,Virgo,Venus,air
2011-12-20,Moon,Scorpio,Libra,Mars,water
2011-12-21,Venus,Aquarius,Capricorn,Saturn,air
2011-12-22,Sun,Capricorn,Sagittarius,Saturn,earth
2011-12-23,Moon,Sagittarius,Scorpio,Jupiter,fire
2011-12-25,Moon,Capricorn,Sagittarius,Saturn,earth
2011-12-27,Moon,Aquarius,Capricorn,Saturn,air
2011-12-29,Moon,Pisces,Aquarius,Jupiter,water
2011-12-31,Moon,Aries,Pisces,Mars,fire
2012-01-03,Moon,Taurus,Aries,Venus,earth
2012-01-05,Moon,Gemini,Taurus,Mercury,air
2012-01-08,Moon,Cancer,Gemini,Moon,water
2012-01-08,Mercury,Capricorn,Sagittarius,Saturn,earth
2012-01-10,Moon,Leo,Cancer,Sun,fire
2012-01-12,Moon,Virgo,Leo,Mercury,earth
2012-01-14,Venus,Pisces,Aquarius,Jupiter,water
2012-01-15,Moon,Libra,Virgo,Venus,air
2012-01-17,Moon,Scorpio,Libra,Mars,water
2012-01-19,Moon,Sagittarius,Scorpio,Jupiter,fire
2012-01-21,Sun,Aquarius,Capricorn,Saturn,air
2012-01-21,Moon,Capricorn,Sagittarius,Saturn,earth
2012-01-23,Moon,Aquarius,Capricorn,Saturn,air
2012-01-25,Moon,Pisces,Aquarius,Jupiter,water
2012-01-28,Moon,Aries,Pisces,Mars,fire
2012-01-28,Mercury,Aquarius,Capricorn,Saturn,air
2012-01-30,Moon,Taurus,Aries,Venus,earth
2012-02-02,Moon,Gemini,Taurus,Mercury,air
2012-02-04,Moon,Cancer,Gemini,Moon,water
2012-02-07,Moon,Leo,Cancer,Sun,fire
2012-02-08,Venus,Aries,Pisces,Mars,fire
2012-02-09,Moon,Virgo,Leo,Mercury,earth
2012-02-11,Moon,Libra,Virgo,Venus,air
2012-02-13,Moon,Scorpio,Libra,Mars,water
2012-02-14,Mercury,Pisces,Aquarius,Jupiter,water
2012-02-15,Moon,Sagittarius,Scorpio,Jupiter,fire
2012-02-17,Moon,Capricorn,Sagittarius,Saturn,earth
2012-02-19,Sun,Pisces,Aquarius,Jupiter,water
2012-02-19,Moon,Aquarius,Capricorn,Saturn,air
2012-02-22,Moon,Pisces,Aquarius,Jupiter,water
2012-02-24,Moon,Aries,Pisces,Mars,fire
2012-02-27,Moon,Taurus,Aries,Venus,earth
2012-02-29,Moon,Gemini,Taurus,Mercury,air
2012-03-02,Mercury,Aries,Pisces,Mars,fire
2012-03-03,Moon,Cancer,Gemini,Moon,water
2012-03-05,Moon,Leo,Cancer,Sun,fire
2012-03-05,Venus,Taurus,Aries,Venus,earth
2012-03-07,Moon,Virgo,Leo,Mercury,earth
2012-03-09,Moon,Libra,Virgo,Venus,air
2012-03-11,Moon,Scorpio,Libra,Mars,water
2012-03-13,Moon,Sagittarius,Scorpio,Jupiter,fire
2012-03-15,Moon,Capricorn,Sagittarius,Saturn,earth
2012-03-18,Moon,Aquarius,Capricorn,Saturn,air
2012-03-20,Sun,Aries,Pisces,Mars,fire
2012-03-20,Moon,Pisces,Aquarius,Jupiter,water
2012-03-22,Moon,Aries,Pisces,Mars,fire
2012-03-24,Mercury,Pisces,Aries,Jupiter,water
2012-03-25,Moon,Taurus,Aries,Venus,earth
2012-03-27,Moon,Gemini,Taurus,Mercury,air
2012-03-30,Moon,Cancer,Gemini,Moon,water
2012-04-01,Moon,Leo,Cancer,Sun,fire
2012-04-04,Moon,Virgo,Leo,Mercury,earth
2012-04-04,Venus,Gemini,Taurus,Mercury,air
2012-04-06,Moon,Libra,Virgo,Venus,air
2012-04-08,Moon,Scorpio,Libra,Mars,water
2012-04-10,Moon,Sagittarius,Scorpio,Jupiter,fire
2012-04-12,Moon,Capricorn,Sagittarius,Saturn,earth
2012-04-14,Moon,Aquarius,Capricorn,Saturn,air
2012-04-16,Moon,Pisces,Aquarius,Jupiter,water
2012-04-17,Mercury,Aries,Pisces,Mars,fire
2012-04-19,Moon,Aries,Pisces,Mars,fire
2012-04-20,Sun,Taurus,Aries,Venus,earth
2012-04-21,Moon,Taurus,Aries,Venus,earth
2012-04-24,Moon,Gemini,Taurus,Mercury,air
2012-04-26,Moon,Cancer,Gemini,Moon,water
2012-04-29,Moon,Leo,Cancer,Sun,fire
2012-05-01,Moon,Virgo,Leo,Mercury,earth
2012-05-03,Moon,Libra,Virgo,Venus,air
2012-05-05,Moon,Scorpio,Libra,Mars,water
2012-05-07,Moon,Sagittarius,Scorpio,Jupiter,fire
2012-05-09,Moon,Capricorn,Sagittarius,Saturn,earth
2012-05-09,Mercury,Taurus,Aries,Venus,earth
2012-05-11,Moon,Aquarius,Capricorn,Saturn,air
2012-05-13,Moon,Pisces,Aquarius,Jupiter,water
2012-05-16,Moon,Aries,Pisces,Mars,fire
2012-05-18,Moon,Taurus,Aries,Venus,earth
2012-05-21,Sun,Gemini,Taurus,Mercury,air
2012-05-21,Moon,Gemini,Taurus,Mercury,air
2012-05-23,Moon,Cancer,Gemini,Moon,water
2012-05-24,Mercury,Gemini,Taurus,Mercury,air
2012-05-26,Moon,Leo,Cancer,Sun,fire
2012-05-28,Moon,Virgo,Leo,Mercury,earth
2012-05-30,Moon,Libra,Virgo,Venus,air
2012-06-02,Moon,Scorpio,Libra,Mars,water
2012-06-04,Moon,Sagittarius,Scorpio,Jupiter,fire
2012-06-06,Moon,Capricorn,Sagittarius,Saturn,earth
2012-06-07,Mercury,Cancer,Gemini,Moon,water
2012-06-08,Moon,Aquarius,Capricorn,Saturn,air
2012-06-10,Moon,Pisces,Aquarius,Jupiter,water
2012-06-12,Moon,Aries,Pisces,Mars,fire
2012-06-12,Jupiter,Gemini,Taurus,Mercury,air
2012-06-15,Moon,Taurus,Aries,Venus,earth
2012-06-17,Moon,Gemini,Taurus,Mercury,air
2012-06-20,Moon,Cancer,Gemini,Moon,water
2012-06-21,Sun,Cancer,Gemini,Moon,water
2012-06-22,Moon,Leo,Cancer,Sun,fire
2012-06-24,Moon,Virgo,Leo,Mercury,earth
2012-06-26,Mercury,Leo,Cancer,Sun,fire
2012-06-27,Moon,Libra,Virgo,Venus,air
2012-06-29,Moon,Scorpio,Libra,Mars,water
2012-07-01,Moon,Sagittarius,Scorpio,Jupiter,fire
2012-07-03,Moon,Capricorn,Sagittarius,Saturn,earth
2012-07-04,Mars,Libra,Virgo,Venus,air
2012-07-05,Moon,Aquarius,Capricorn,Saturn,air
2012-07-07,Moon,Pisces,Aquarius,Jupiter,water
2012-07-10,Moon,Aries,Pisces,Mars,fire
2012-07-12,Moon,Taurus,Aries,Venus,earth
2012-07-15,Moon,Gemini,Taurus,Mercury,air
2012-07-17,Moon,Cancer,Gemini,Moon,water
2012-07-19,Moon,Leo,Cancer,Sun,fire
2012-07-22,Sun,Leo,Cancer,Sun,fire
2012-07-22,Moon,Virgo,Leo,Mercury,earth
2012-07-24,Moon,Libra,Virgo,Venus,air
2012-07-26,Moon,Scorpio,Libra,Mars,water
2012-07-28,Moon,Sagittarius,Scorpio,Jupiter,fire
2012-07-30,Moon,Capricorn,Sagittarius,Saturn,earth
2012-08-01,Moon,Aquarius,Capricorn,Saturn,air
2012-08-04,Moon,Pisces,Aquarius,Jupiter,water
2012-08-06,Moon,Aries,Pisces,Mars,fire
2012-08-08,Moon,Taurus,Aries,Venus,earth
2012-08-08,Venus,Cancer,Gemini,Moon,water
2012-08-11,Moon,Gemini,Taurus,Mercury,air
2012-08-13,Moon,Cancer,Gemini,Moon,water
2012-08-16,Moon,Leo,Cancer,Sun,fire
2012-08-18,Moon,Virgo,Leo,Mercury,earth
2012-08-20,Moon,Libra,Virgo,Venus,air
2012-08-22,Moon,Scorpio,Libra,Mars,water
2012-08-23,Sun,Virgo,Leo,Mercury,earth
2012-08-24,Moon,Sagittarius,Scorpio,Jupiter,fire
2012-08-24,Mars,Scorpio,Libra,Mars,water
